Complain,Point Earned,IsActiveMember,NumOfProducts,Balance,Age,Gender,HasCrCard,Churn
1,308,0,0.3333333333333333,0.0,0.31343283582089554,0,1,1
0,643,0,0.3333333333333333,0.27026186888771364,0.08955223880597013,1,0,0
0,249,0,0.0,0.6070269902591574,0.16417910447761191,0,1,0
1,818,0,0.3333333333333333,0.44706251024040655,0.13432835820895522,1,1,0
1,775,0,0.0,0.6046671713935202,0.3880597014925373,1,1,1
1,872,0,0.0,0.7905971234674847,0.17910447761194032,1,1,0
0,435,1,0.3333333333333333,0.0,0.32835820895522383,1,1,0
0,415,1,0.0,0.6245398115280011,0.25373134328358204,0,1,0
0,430,1,0.3333333333333333,0.0,0.17910447761194032,0,1,0
0,929,0,0.3333333333333333,0.8886502519093343,0.26865671641791045,1,0,0
0,681,1,0.0,0.4758318942335361,0.32835820895522383,0,0,0
1,810,0,0.0,0.7539589551445003,0.5522388059701493,0,1,1
0,739,1,0.0,0.5706225551321092,0.4029850746268656,0,1,0
0,280,1,0.3333333333333333,0.0,0.7014925373134329,1,1,0
0,250,0,0.3333333333333333,0.7564857462872346,0.4029850746268656,0,1,0
0,991,1,0.3333333333333333,0.0,0.35820895522388063,1,1,0
1,482,1,0.0,0.0,0.4776119402985074,0,1,1
0,423,0,0.3333333333333333,0.0,0.208955223880597,1,1,0
0,260,0,0.0,0.4619177710754564,0.31343283582089554,0,1,0
0,701,1,0.3333333333333333,0.0,0.17910447761194032,1,0,0
0,570,0,0.3333333333333333,0.5196629800581263,0.23880597014925375,0,1,0
1,790,0,0.3333333333333333,0.2622610089734886,0.34328358208955223,0,0,1
0,727,0,0.3333333333333333,0.39341714946645384,0.26865671641791045,0,1,0
0,909,0,0.3333333333333333,0.0,0.32835820895522383,1,0,0
0,799,0,0.0,0.43393612860196384,0.208955223880597,1,1,0
0,520,0,0.3333333333333333,0.2878997677410494,0.16417910447761191,1,1,0
0,861,1,0.0,0.8154542989553013,0.25373134328358204,1,1,0
0,512,1,0.3333333333333333,0.0,0.208955223880597,0,1,0
0,478,1,0.0,0.502552683742284,0.28358208955223885,1,1,0
0,374,1,0.3333333333333333,0.0,0.582089552238806,1,1,0
0,280,0,0.0,0.44984934705861934,0.25373134328358204,1,1,0
0,615,1,0.0,0.6579986485462636,0.17910447761194032,1,1,0
0,435,1,0.0,0.4918202712088849,0.35820895522388063,1,0,0
1,321,1,0.3333333333333333,0.6019309067877613,0.29850746268656714,0,1,1
0,726,0,0.0,0.8242086568430922,0.22388059701492535,1,1,0
0,516,1,0.0,0.0,0.28358208955223885,1,1,0
0,512,1,0.0,0.6296078563465515,0.23880597014925375,1,1,0
1,730,0,0.0,0.0,0.4029850746268656,1,1,1
0,244,1,0.0,0.49628345557128506,0.4029850746268656,1,0,0
0,292,0,0.3333333333333333,0.7549192206878046,0.22388059701492535,1,1,0
0,245,1,0.3333333333333333,0.0,0.19402985074626866,1,1,0
0,848,0,0.3333333333333333,0.0,0.34328358208955223,0,0,0
0,974,1,0.0,0.2943592482020739,0.23880597014925375,0,1,0
0,958,0,0.3333333333333333,0.5518483210585305,0.11940298507462688,1,0,0
1,629,1,0.0,0.49851049905256417,0.4328358208955224,1,0,1
0,310,0,0.0,0.23099254591714297,0.417910447761194,1,1,0
1,924,0,0.3333333333333333,0.49358908565813114,0.3731343283582089,1,1,1
1,359,1,0.0,0.0,0.5373134328358209,1,1,1
0,811,1,0.3333333333333333,0.5352165946277009,0.19402985074626866,0,1,0
0,583,1,0.0,0.0,0.17910447761194032,1,0,0
0,959,1,0.3333333333333333,0.0,0.35820895522388063,1,1,0
1,901,1,0.0,0.4645002662972221,0.4029850746268656,1,1,1
0,729,0,0.3333333333333333,0.795709488951931,0.28358208955223885,1,1,0
0,829,1,0.3333333333333333,0.0,0.17910447761194032,0,1,0
1,790,1,0.6666666666666667,0.3480158990824969,0.31343283582089554,0,1,1
1,756,0,0.0,0.4520166276209376,0.4776119402985074,1,1,1
0,873,0,0.0,0.6103665757610932,0.16417910447761191,0,1,0
0,865,1,0.3333333333333333,0.0,0.8059701492537313,1,0,0
0,690,0,0.3333333333333333,0.0,0.32835820895522383,1,1,0
0,722,1,0.3333333333333333,0.0,0.28358208955223885,0,0,0
0,535,1,0.3333333333333333,0.5585068712894272,0.02985074626865669,1,0,0
0,580,1,0.3333333333333333,0.5317498787946422,0.7313432835820896,0,0,0
1,709,0,0.0,0.4672832775421681,0.35820895522388063,1,1,1
0,930,1,0.0,0.0,0.16417910447761191,0,1,0
0,388,1,0.3333333333333333,0.37870296830895106,0.14925373134328357,1,0,0
0,248,0,0.3333333333333333,0.0,0.29850746268656714,1,1,0
0,763,0,0.0,0.5449286521255072,0.31343283582089554,0,1,0
0,619,1,0.3333333333333333,0.49434654916496135,0.28358208955223885,1,0,0
1,815,1,0.0,0.5477642416762057,0.7313432835820896,1,1,1
0,566,0,0.3333333333333333,0.0,0.23880597014925375,1,1,0
1,774,0,0.0,0.576157366542544,0.32835820895522383,0,1,1
0,695,0,0.3333333333333333,0.7109991669580946,0.11940298507462688,1,1,0
0,902,1,0.3333333333333333,0.0,0.11940298507462688,0,1,0
0,532,1,0.0,0.4809858278372598,0.08955223880597013,1,1,0
1,718,0,0.0,0.5897827522256439,0.5373134328358209,1,1,1
0,895,0,0.0,0.36318173115214697,0.26865671641791045,0,0,0
0,749,1,0.3333333333333333,0.0,0.23880597014925375,0,1,0
0,866,1,0.0,0.37197593098591186,0.28358208955223885,1,1,0
0,671,0,0.0,0.0,0.14925373134328357,1,0,0
0,670,1,0.3333333333333333,0.0,0.34328358208955223,1,0,0
0,768,1,0.3333333333333333,0.0,0.23880597014925375,1,1,0
0,565,0,0.3333333333333333,0.17386143475046253,0.23880597014925375,0,0,0
0,483,1,0.0,0.597126499951294,0.17910447761194032,0,1,0
0,926,1,0.0,0.25613150753339353,0.29850746268656714,1,1,0
0,932,1,0.3333333333333333,0.5073460337389437,0.35820895522388063,1,1,0
0,901,0,0.0,0.4660956703094833,0.4477611940298507,0,1,0
0,299,0,0.3333333333333333,0.8616236498059036,0.208955223880597,0,1,0
0,899,1,0.0,0.5162378789976775,0.11940298507462688,0,0,0
0,467,1,0.0,0.36865370052367435,0.19402985074626866,1,1,0
0,717,0,0.0,0.4629900512701463,0.26865671641791045,0,1,0
0,549,1,0.3333333333333333,0.0,0.23880597014925375,1,1,0
0,545,0,0.3333333333333333,0.0,0.26865671641791045,1,1,0
0,650,0,0.0,0.24463234747999224,0.25373134328358204,0,1,0
0,693,1,0.3333333333333333,0.0,0.34328358208955223,1,0,0
1,759,0,0.6666666666666667,0.46811002124779383,0.23880597014925375,1,1,1
0,946,1,0.3333333333333333,0.6965211449698191,0.23880597014925375,0,1,0
0,402,0,0.3333333333333333,0.0,0.17910447761194032,1,1,0
0,465,1,0.0,0.6792979009359406,0.14925373134328357,1,0,0
0,799,1,0.3333333333333333,0.0,0.28358208955223885,0,1,0
0,306,0,0.3333333333333333,0.0,0.5223880597014925,0,1,0
0,635,1,0.0,0.3920133040375287,0.25373134328358204,1,0,0
1,747,0,0.0,0.0,0.417910447761194,1,1,1
0,424,1,0.3333333333333333,0.0,0.31343283582089554,1,1,0
0,913,1,0.3333333333333333,0.0,0.16417910447761191,1,1,0
1,751,1,0.0,0.6471699901878712,0.25373134328358204,1,1,1
0,899,1,0.0,0.5517909374595283,0.35820895522388063,1,1,0
0,587,0,0.3333333333333333,0.528157059003776,0.32835820895522383,1,1,0
0,861,0,0.0,0.4847620885316032,0.16417910447761191,1,1,0
0,278,0,0.0,0.5552832659721416,0.208955223880597,0,1,0
0,526,1,0.0,0.7758350759908142,0.11940298507462688,0,1,0
0,632,0,0.3333333333333333,0.0,0.23880597014925375,1,1,0
0,301,1,0.0,0.29497502553803423,0.35820895522388063,1,0,0
0,806,0,0.3333333333333333,0.44097275743962033,0.34328358208955223,0,1,0
0,250,0,0.3333333333333333,0.0,0.13432835820895522,1,1,0
0,861,1,0.3333333333333333,0.0,0.29850746268656714,1,1,0
0,790,0,0.0,0.6340343245362565,0.10447761194029848,1,1,0
0,669,1,0.0,0.583956310833613,0.19402985074626866,0,1,0
0,517,1,0.0,0.6956819448244099,0.5970149253731343,1,1,0
0,499,1,0.3333333333333333,0.0,0.22388059701492535,1,1,0
0,673,0,0.3333333333333333,0.0,0.19402985074626866,0,1,0
0,268,0,0.0,0.6172782203209227,0.26865671641791045,0,0,0
0,809,0,0.3333333333333333,0.0,0.25373134328358204,1,1,0
0,460,1,0.3333333333333333,0.0,0.22388059701492535,0,1,0
0,221,0,0.0,0.5508960332350876,0.22388059701492535,1,0,0
0,730,1,0.0,0.5564188547390643,0.19402985074626866,1,1,0
1,777,1,0.0,0.0,0.3731343283582089,1,1,1
0,837,0,0.3333333333333333,0.7317448775573958,0.25373134328358204,1,1,0
1,958,0,0.0,0.6396380429188266,0.4776119402985074,1,1,1
0,809,0,0.0,0.3657560153873888,0.19402985074626866,1,1,0
0,662,1,0.3333333333333333,0.0,0.9253731343283581,0,1,0
0,484,0,0.0,0.2970390622754808,0.17910447761194032,1,1,0
0,737,0,0.3333333333333333,0.0,0.29850746268656714,1,0,0
0,252,1,0.0,0.717548968270882,0.26865671641791045,1,1,0
0,275,0,0.3333333333333333,0.0,0.28358208955223885,1,0,0
1,245,0,0.0,0.6861295350304946,0.4626865671641791,1,1,1
0,361,1,0.3333333333333333,0.0,0.35820895522388063,1,1,0
0,483,0,0.0,0.0,0.05970149253731344,0,1,0
0,352,0,0.0,0.4466671699006135,0.08955223880597013,1,1,0
0,337,1,0.0,0.6809769077200815,0.582089552238806,0,1,0
0,597,1,0.0,0.6598728995270099,0.17910447761194032,0,1,0
0,668,0,0.3333333333333333,0.0,0.19402985074626866,0,0,0
0,245,0,0.3333333333333333,0.0,0.17910447761194032,1,1,0
0,495,0,0.0,0.6738088097913775,0.25373134328358204,1,1,0
0,378,0,0.3333333333333333,0.0,0.25373134328358204,1,1,0
1,568,0,0.0,0.44526533056498685,0.417910447761194,0,1,1
0,731,1,0.0,0.6757676432639865,0.25373134328358204,1,1,0
0,837,1,0.3333333333333333,0.5423176517175704,0.11940298507462688,1,1,0
0,829,1,0.3333333333333333,0.0,0.4776119402985074,1,0,0
0,230,0,0.0,0.6834809786898774,0.32835820895522383,0,1,0
0,919,1,0.3333333333333333,0.545977419040606,0.3880597014925373,1,0,0
1,641,0,0.0,0.5225817525007119,0.17910447761194032,0,1,1
0,457,0,0.0,0.505112692057774,0.28358208955223885,0,1,0
1,583,0,0.0,0.8496681735071028,0.16417910447761191,1,1,1
0,849,1,0.3333333333333333,0.7041095427712154,0.208955223880597,0,0,0
0,720,0,0.3333333333333333,0.0,0.22388059701492535,1,1,0
1,465,0,0.0,0.5379190355673811,0.31343283582089554,0,1,1
1,269,1,0.3333333333333333,0.6041722728421248,0.32835820895522383,0,0,1
0,391,0,0.0,0.5521060807207157,0.19402985074626866,1,0,0
0,373,1,0.3333333333333333,0.0,0.4328358208955224,0,1,0
0,251,0,0.3333333333333333,0.0,0.05970149253731344,1,0,0
0,237,0,0.3333333333333333,0.0,0.10447761194029848,0,1,0
0,645,0,0.3333333333333333,0.0,0.3731343283582089,0,1,0
0,624,0,0.3333333333333333,0.498896975259178,0.23880597014925375,0,1,0
0,838,1,0.0,0.7946526043569734,0.6119402985074627,1,1,0
0,224,1,0.0,0.5342312762448322,0.208955223880597,0,1,0
0,343,1,0.3333333333333333,0.0,0.31343283582089554,1,1,0
0,683,1,0.3333333333333333,0.5019623791258808,0.208955223880597,1,1,0
0,929,1,0.0,0.37916623590089643,0.31343283582089554,1,1,0
0,234,0,0.0,0.7903055867925536,0.208955223880597,0,1,0
0,723,1,0.3333333333333333,0.0,0.10447761194029848,1,1,0
0,482,1,0.3333333333333333,0.8763454821099399,0.4029850746268656,0,1,0
0,231,0,0.3333333333333333,0.0,0.17910447761194032,1,1,0
1,973,0,0.0,0.5898674280241717,0.23880597014925375,1,1,1
0,463,1,0.0,0.47568083074282935,0.34328358208955223,1,1,0
0,241,1,0.3333333333333333,0.0,0.14925373134328357,1,0,0
1,537,1,0.0,0.7037325371911036,0.4029850746268656,0,0,1
0,332,1,0.0,0.47836260425620225,0.4776119402985074,0,1,0
0,390,0,0.3333333333333333,0.461996801820749,0.16417910447761191,0,1,0
0,763,1,0.3333333333333333,0.0,0.746268656716418,1,1,0
0,240,1,0.0,0.0,0.22388059701492535,0,1,0
0,978,0,0.3333333333333333,0.407150211041015,0.35820895522388063,0,1,0
0,366,1,0.3333333333333333,0.4793299144527173,0.25373134328358204,0,1,0
0,356,1,0.3333333333333333,0.18710556940019119,0.23880597014925375,1,0,0
0,907,0,0.0,0.7103689737423848,0.16417910447761191,0,1,0
0,687,1,0.0,0.6622331849259725,0.35820895522388063,1,1,0
0,703,1,0.3333333333333333,0.49596182749687706,0.8507462686567163,0,0,0
0,388,1,0.3333333333333333,0.5033185915023007,0.19402985074626866,1,1,0
0,579,1,0.0,0.5832306648995629,0.19402985074626866,1,1,0
0,793,1,0.3333333333333333,0.2727790960972808,0.25373134328358204,1,1,0
0,828,1,0.0,0.0,0.31343283582089554,0,0,0
0,951,0,0.0,0.7109513472922593,0.25373134328358204,1,1,0
0,952,0,0.0,0.15868491906766488,0.17910447761194032,0,1,0
0,706,1,0.3333333333333333,0.0,0.4776119402985074,0,1,0
0,423,0,0.3333333333333333,0.473919060946794,0.26865671641791045,1,1,0
0,552,1,0.3333333333333333,0.3600184952471451,0.17910447761194032,0,0,0
0,665,0,0.3333333333333333,0.5817470889253573,0.14925373134328357,1,1,0
0,351,0,0.0,0.4942218914604621,0.3880597014925373,1,1,0
0,906,1,0.0,0.0,0.7164179104477612,0,1,0
0,406,0,0.3333333333333333,0.0,0.417910447761194,1,1,0
0,594,1,0.3333333333333333,0.0,0.6567164179104478,1,1,0
0,815,1,0.3333333333333333,0.0,0.4029850746268656,0,0,0
0,458,0,0.3333333333333333,0.753572432284554,0.04477611940298509,0,1,0
0,886,1,0.0,0.686732715966674,0.16417910447761191,0,1,0
0,833,1,0.0,0.8542332020943988,0.29850746268656714,1,1,0
1,932,0,0.3333333333333333,0.5934723776814936,0.417910447761194,1,1,1
1,632,0,0.3333333333333333,0.0,0.29850746268656714,1,0,1
0,431,1,0.0,0.45430334071451256,0.08955223880597013,0,1,0
0,739,1,0.3333333333333333,0.6388011754400436,0.28358208955223885,0,0,0
0,362,1,0.0,0.2542772241789667,0.22388059701492535,1,1,0
0,309,0,0.0,0.7265176515682799,0.208955223880597,1,1,0
0,513,1,0.3333333333333333,0.0,0.31343283582089554,0,0,0
0,437,0,0.0,0.2955476951947441,0.5074626865671642,1,1,0
0,337,1,0.0,0.6041579502690405,0.29850746268656714,0,1,0
0,629,1,0.3333333333333333,0.0,0.5074626865671642,1,0,0
0,858,1,0.3333333333333333,0.3286167902731161,0.26865671641791045,1,0,0
0,543,1,0.3333333333333333,0.0,0.07462686567164178,1,1,0
0,939,0,0.0,0.0,0.26865671641791045,1,1,0
0,629,0,0.3333333333333333,0.0,0.28358208955223885,0,1,0
0,743,1,0.3333333333333333,0.7136013965395172,0.28358208955223885,1,1,0
0,767,0,0.0,0.6452451669946707,0.34328358208955223,0,1,0
0,480,1,0.3333333333333333,0.0,0.29850746268656714,1,1,0
0,924,1,0.0,0.5800354714617832,0.19402985074626866,0,1,0
0,708,0,0.3333333333333333,0.0,0.25373134328358204,1,1,0
0,701,0,0.3333333333333333,0.0,0.11940298507462688,1,0,0
0,827,1,0.0,0.4179595082664107,0.31343283582089554,0,1,0
0,597,0,0.3333333333333333,0.0,0.417910447761194,0,0,0
0,468,0,0.3333333333333333,0.0,0.14925373134328357,0,0,0
1,523,0,0.0,0.5408282440767996,0.6268656716417911,0,1,1
0,650,0,0.3333333333333333,0.0,0.29850746268656714,0,1,0
1,567,0,0.0,0.5213813156015835,0.32835820895522383,1,1,1
0,749,0,0.0,0.0,0.25373134328358204,0,1,0
0,390,0,0.0,0.0,0.31343283582089554,1,1,0
0,922,0,0.0,0.7600940549844981,0.11940298507462688,1,1,0
0,560,0,0.3333333333333333,0.5811915876950156,0.31343283582089554,1,1,0
0,994,1,0.0,0.3769289753397949,0.4029850746268656,1,1,0
0,530,0,0.0,0.33282529409327755,0.32835820895522383,0,1,0
1,818,0,0.0,0.4631865551067298,0.32835820895522383,1,0,1
1,367,1,0.0,0.6435658802905346,0.582089552238806,1,1,1
0,393,1,0.3333333333333333,0.5966614595327128,0.34328358208955223,1,0,0
0,860,0,0.0,0.47159222598724987,0.22388059701492535,0,1,0
1,958,0,0.0,0.5353660252517695,0.28358208955223885,0,1,1
0,576,0,0.0,0.0,0.22388059701492535,1,0,0
0,887,1,0.0,0.4632068493063769,0.4925373134328358,0,0,0
0,396,0,0.3333333333333333,0.372624925494628,0.17910447761194032,0,1,0
0,565,0,0.3333333333333333,0.48560796010356294,0.25373134328358204,1,0,0
0,874,0,0.3333333333333333,0.7846639392506429,0.29850746268656714,0,1,0
0,665,1,0.0,0.39972225405016243,0.35820895522388063,0,1,0
0,680,0,0.0,0.0,0.25373134328358204,0,0,0
0,319,0,0.3333333333333333,0.0,0.19402985074626866,0,1,0
0,351,1,0.3333333333333333,0.5670786280337263,0.23880597014925375,0,1,0
0,781,1,0.0,0.5701979164994923,0.417910447761194,1,1,0
