Complain,IsActiveMember,Age,Gender,Balance,Point Earned,Geography,NumOfProducts,Exited
1,1,0.3378378378378379,1,0.4909563480535065,683,1,0.3333333333333333,0
1,1,0.22972972972972977,0,0.6007440311721783,770,1,0.3333333333333333,0
0,0,0.040540540540540515,0,0.39208453121345005,985,0,0.0,0
1,0,0.5405405405405406,1,0.5330667921784499,725,1,1.0,1
0,0,0.14864864864864863,1,0.0,259,0,0.0,0
0,1,0.25675675675675674,0,0.6520861916485694,979,2,0.0,0
0,1,0.09459459459459457,0,0.6288642532113338,988,1,0.3333333333333333,0
0,1,0.24324324324324326,1,0.0,833,0,0.3333333333333333,0
0,0,0.040540540540540515,0,0.7123138721382855,527,0,0.3333333333333333,0
0,1,0.5,1,0.0,220,0,0.3333333333333333,0
0,1,0.1891891891891892,0,0.0,983,0,0.0,0
0,1,0.2027027027027027,1,0.30790676804275396,582,2,0.0,0
0,0,0.3108108108108108,0,0.48700912788933554,281,1,0.3333333333333333,0
0,0,0.21621621621621623,0,0.38519838871631107,798,0,0.3333333333333333,0
1,0,0.1891891891891892,0,0.0,917,0,0.0,1
0,0,0.24324324324324326,0,0.0,255,0,0.3333333333333333,0
0,1,0.21621621621621623,0,0.359937455083855,511,0,0.0,0
0,0,0.37837837837837845,0,0.0,498,0,0.3333333333333333,0
0,1,0.7702702702702704,0,0.0,651,2,0.3333333333333333,0
1,0,0.05405405405405406,1,0.484985039144778,852,2,0.0,1
0,0,0.16216216216216217,1,0.0,807,0,0.3333333333333333,0
1,0,0.37837837837837845,0,0.0,470,0,0.6666666666666667,1
0,1,0.13513513513513514,0,0.3253259919196675,659,1,0.3333333333333333,0
1,1,0.35135135135135137,0,0.0,752,2,0.6666666666666667,1
0,0,0.36486486486486486,1,0.47280770451460996,559,0,0.3333333333333333,0
0,0,0.24324324324324326,0,0.0,375,0,0.3333333333333333,0
0,1,0.14864864864864863,1,0.0,411,0,0.3333333333333333,0
0,1,0.3243243243243243,1,0.0,722,2,0.3333333333333333,0
0,1,0.22972972972972977,1,0.7025719087777832,231,2,0.0,0
0,1,0.3108108108108108,1,0.40983747624384076,488,2,0.0,0
0,1,0.14864864864864863,1,0.386955516480815,965,1,0.3333333333333333,0
0,0,0.05405405405405406,1,0.0,289,2,0.3333333333333333,0
0,0,0.21621621621621623,1,0.0,449,0,0.3333333333333333,0
0,1,0.2972972972972973,0,0.0,651,0,0.0,0
0,0,0.35135135135135137,0,0.0,520,0,0.3333333333333333,0
0,0,0.1756756756756757,1,0.32951287114222355,234,0,0.0,0
0,0,0.24324324324324326,1,0.0,458,2,0.3333333333333333,0
1,1,0.6351351351351351,0,0.0,915,2,0.0,1
1,1,0.37837837837837845,0,0.4267600044304842,299,2,0.3333333333333333,1
0,1,0.1891891891891892,1,0.3544810564321155,838,1,0.0,0
0,1,0.24324324324324326,0,0.39779836506527416,786,1,0.0,0
0,0,0.2027027027027027,1,0.5982221706032119,509,2,0.0,0
1,0,0.22972972972972977,1,0.37000636393844216,328,1,0.0,1
0,1,0.16216216216216217,1,0.3608509335403869,347,1,0.0,0
0,0,0.2837837837837838,1,0.4306732665840542,534,1,0.3333333333333333,0
0,0,0.3243243243243243,1,0.3995181868463009,709,0,0.0,0
0,1,0.24324324324324326,1,0.4232417632194809,749,2,0.0,0
1,1,0.13513513513513514,1,0.6156903785118493,541,1,0.3333333333333333,1
0,1,0.16216216216216217,0,0.5275101536245255,736,1,0.3333333333333333,0
0,0,0.25675675675675674,0,0.6690541167531407,529,1,0.0,0
0,0,0.3108108108108108,0,0.0,594,0,0.3333333333333333,0
1,0,0.1756756756756757,0,0.42973077236259555,462,1,0.0,1
0,0,0.21621621621621623,1,0.7380439205416033,429,1,0.3333333333333333,0
0,0,0.21621621621621623,1,0.5158801328459695,370,0,0.3333333333333333,0
0,0,0.2837837837837838,1,0.4790527500627845,510,2,0.0,0
0,0,0.2837837837837838,0,0.0,638,0,0.3333333333333333,0
0,1,0.40540540540540543,0,0.5037281072964725,462,1,0.0,0
0,0,0.13513513513513514,0,0.0,718,0,0.0,0
1,0,0.3243243243243243,1,0.6082288231050306,437,0,0.0,1
1,1,0.4594594594594595,0,0.0,485,0,0.0,1
1,0,0.5135135135135136,1,0.5919026326585428,410,1,0.0,1
0,0,0.3108108108108108,0,0.0,666,0,0.3333333333333333,0
0,0,0.08108108108108109,1,0.40585031954607553,730,0,0.0,0
0,1,0.21621621621621623,0,0.0,375,0,0.3333333333333333,0
0,1,0.2027027027027027,0,0.5215760311288141,411,1,0.0,0
0,1,0.27027027027027034,1,0.4885285097228122,595,0,0.0,0
0,1,0.09459459459459457,1,0.0,578,0,0.3333333333333333,0
0,1,0.2837837837837838,1,0.4975265455388681,377,1,0.3333333333333333,0
0,1,0.4324324324324324,0,0.5775055920114817,831,1,0.3333333333333333,0
0,1,0.21621621621621623,0,0.25374417955911904,497,1,0.0,0
0,1,0.2972972972972973,1,0.5319414747238611,374,0,0.0,0
0,0,0.40540540540540543,0,0.849532971733663,814,2,0.0,1
1,1,0.22972972972972977,0,0.5161073964333488,247,2,0.3333333333333333,1
0,0,0.35135135135135137,1,0.547840320346799,965,1,0.0,0
0,1,0.21621621621621623,1,0.0,912,0,0.3333333333333333,0
0,1,0.3378378378378379,0,0.5016057714907276,462,0,0.0,0
1,0,0.4594594594594595,1,0.0,883,2,0.0,1
0,0,0.1756756756756757,0,0.16307637096798946,402,0,0.0,1
0,1,0.040540540540540515,0,0.4510086944065617,764,2,0.0,0
0,0,0.14864864864864863,0,0.5512076237806355,608,2,0.3333333333333333,0
0,0,0.25675675675675674,1,0.42633716342758926,652,0,0.0,0
0,0,0.35135135135135137,1,0.4809985998697719,520,0,0.0,0
0,1,0.1891891891891892,1,0.0,884,0,0.3333333333333333,0
0,0,0.1891891891891892,0,0.0,800,2,0.3333333333333333,0
1,0,0.40540540540540543,0,0.0,697,0,0.0,1
0,0,0.3243243243243243,1,0.0,427,2,0.3333333333333333,0
0,0,0.25675675675675674,1,0.5086112453068097,620,0,0.0,0
0,1,0.3378378378378379,0,0.0,318,0,0.3333333333333333,0
1,0,0.527027027027027,1,0.0,701,2,0.0,1
0,0,0.2027027027027027,0,0.0,953,0,0.3333333333333333,0
0,1,0.13513513513513514,0,0.0,635,2,0.3333333333333333,0
0,1,0.7432432432432432,0,0.3876444416137246,250,0,0.0,0
0,0,0.2027027027027027,0,0.49122215318578155,662,1,0.0,0
0,1,0.05405405405405406,0,0.40279401887834226,666,2,0.0,0
0,0,0.16216216216216217,1,0.0,699,0,0.3333333333333333,0
0,0,0.4189189189189189,0,0.4304829901255925,855,0,0.0,0
0,1,0.24324324324324326,0,0.0,534,2,0.3333333333333333,0
1,0,0.14864864864864863,1,0.5328972014095446,388,2,0.0,1
0,1,0.1756756756756757,1,0.49896653258699586,612,1,0.3333333333333333,0
1,0,0.08108108108108109,0,0.4505184555211242,801,1,0.0,1
0,0,0.3108108108108108,0,0.43449206807433255,561,2,0.0,0
1,0,0.2837837837837838,0,0.0,308,2,0.3333333333333333,1
0,0,0.08108108108108109,1,0.2308898007155017,643,1,0.3333333333333333,0
0,0,0.14864864864864863,0,0.518594581568955,249,0,0.0,0
1,0,0.12162162162162166,1,0.3819339158779567,818,1,0.3333333333333333,0
1,0,0.35135135135135137,1,0.5165785439020282,775,1,0.0,1
1,0,0.16216216216216217,1,0.6754220010204144,872,0,0.0,0
0,1,0.2972972972972973,1,0.0,435,0,0.3333333333333333,0
0,1,0.22972972972972977,0,0.5335561143570284,415,2,0.0,0
0,1,0.16216216216216217,0,0.0,430,0,0.3333333333333333,0
0,0,0.24324324324324326,1,0.75919063393428,929,1,0.3333333333333333,0
0,1,0.2972972972972973,0,0.4065121420414161,681,2,0.0,0
1,0,0.5,0,0.6441213243193682,810,1,0.0,1
0,1,0.36486486486486486,0,0.4874935875358797,739,2,0.0,0
0,1,0.6351351351351351,1,0.0,280,0,0.3333333333333333,0
0,0,0.36486486486486486,0,0.6462800095449114,250,1,0.3333333333333333,0
0,1,0.3243243243243243,1,0.0,991,0,0.3333333333333333,0
1,1,0.4324324324324324,0,0.0,482,0,0.0,1
0,0,0.1891891891891892,1,0.0,423,0,0.3333333333333333,0
0,0,0.2837837837837838,0,0.39462504477415516,260,0,0.0,0
0,1,0.25675675675675674,0,0.0,642,2,0.0,0
0,1,0.16216216216216217,1,0.0,701,2,0.3333333333333333,0
0,0,0.21621621621621623,0,0.44395786352937167,570,1,0.3333333333333333,0
1,0,0.3108108108108108,0,0.22405451552062436,790,0,0.3333333333333333,1
0,0,0.24324324324324326,0,0.33610367460350143,727,0,0.3333333333333333,0
0,0,0.2972972972972973,1,0.0,909,0,0.3333333333333333,0
0,0,0.1891891891891892,1,0.3707198010156236,799,0,0.0,0
0,0,0.14864864864864863,1,0.24595818963787253,520,2,0.3333333333333333,0
0,1,0.22972972972972977,1,0.6966579538329687,861,0,0.0,0
0,1,0.1891891891891892,0,0.0,512,2,0.3333333333333333,0
0,1,0.25675675675675674,1,0.4293402153838637,478,1,0.0,0
0,1,0.527027027027027,1,0.0,374,0,0.3333333333333333,0
0,0,0.22972972972972977,1,0.38431476301792494,280,0,0.0,0
0,1,0.16216216216216217,1,0.5621406284918312,615,2,0.0,0
0,1,0.3243243243243243,1,0.4201713133806639,435,0,0.0,0
1,1,0.4324324324324324,1,0.0,509,2,0.0,1
1,1,0.27027027027027034,0,0.5142409015548903,321,0,0.3333333333333333,1
0,0,0.2027027027027027,1,0.7041369665269274,726,2,0.0,0
0,1,0.25675675675675674,1,0.0,516,0,0.0,0
1,0,0.3108108108108108,0,0.35777012092838173,639,2,0.0,1
0,1,0.21621621621621623,1,0.5378858404223006,512,0,0.0,0
1,0,0.36486486486486486,1,0.0,730,0,0.0,1
0,1,0.36486486486486486,1,0.42398429577522895,244,0,0.0,0
0,0,0.2027027027027027,1,0.6449416972444869,292,1,0.3333333333333333,0
0,1,0.1756756756756757,1,0.0,245,0,0.3333333333333333,0
0,0,0.3108108108108108,0,0.0,848,0,0.3333333333333333,0
0,1,0.21621621621621623,0,0.25147664535828074,974,0,0.0,0
0,0,0.10810810810810811,1,0.4714544060498827,958,1,0.3333333333333333,0
1,1,0.39189189189189194,1,0.425886900932566,629,1,0.0,1
0,0,0.37837837837837845,1,0.1973412790826746,310,0,0.0,0
0,0,0.2027027027027027,0,0.0,621,2,0.3333333333333333,0
1,0,0.3378378378378379,1,0.4216824448524101,924,0,0.3333333333333333,1
1,1,0.48648648648648657,1,0.0,359,0,0.0,1
0,1,0.1756756756756757,0,0.45724560916346557,811,0,0.3333333333333333,0
0,1,0.16216216216216217,1,0.0,583,2,0.0,0
0,1,0.3243243243243243,1,0.0,959,0,0.3333333333333333,0
1,0,0.2027027027027027,1,0.0,359,0,0.0,1
1,1,0.36486486486486486,1,0.39683131904272373,901,1,0.0,1
0,0,0.25675675675675674,1,0.6797895910646431,729,0,0.3333333333333333,0
0,1,0.16216216216216217,0,0.0,829,0,0.3333333333333333,0
1,1,0.2837837837837838,0,0.297316531983165,790,1,0.6666666666666667,1
1,0,0.4324324324324324,1,0.3861663115889005,756,1,0.0,1
0,0,0.14864864864864863,0,0.5214476523117415,873,1,0.0,0
0,1,0.7297297297297298,1,0.0,865,0,0.3333333333333333,0
0,0,0.2972972972972973,1,0.0,690,0,0.3333333333333333,0
0,1,0.25675675675675674,0,0.0,722,0,0.3333333333333333,0
0,1,0.02702702702702703,1,0.4771429308210358,535,1,0.3333333333333333,0
0,1,0.6621621621621623,0,0.4542839285863038,580,0,0.3333333333333333,0
1,0,0.3243243243243243,1,0.39920889792345576,709,1,0.0,1
0,1,0.14864864864864863,0,0.0,930,0,0.0,0
1,0,0.3378378378378379,0,0.463217954349513,264,1,0.6666666666666667,1
1,0,0.37837837837837845,0,0.0,943,0,0.6666666666666667,1
0,1,0.13513513513513514,1,0.3235330727308447,388,0,0.3333333333333333,0
0,0,0.27027027027027034,1,0.0,248,2,0.3333333333333333,0
0,0,0.2837837837837838,0,0.4655428026574456,763,1,0.0,0
0,1,0.25675675675675674,1,0.42232956018118756,619,0,0.3333333333333333,0
1,1,0.6621621621621623,1,0.4679653001742661,815,1,0.0,1
0,0,0.21621621621621623,1,0.0,566,2,0.3333333333333333,0
1,0,0.2972972972972973,0,0.4922220810847943,774,0,0.0,1
0,0,0.10810810810810811,1,0.6074199688008786,695,1,0.3333333333333333,0
0,1,0.10810810810810811,0,0.0,902,0,0.3333333333333333,0
0,1,0.08108108108108109,1,0.41091524451222416,532,1,0.0,0
1,0,0.48648648648648657,1,0.5038625044933583,718,1,0.0,1
0,0,0.24324324324324326,0,0.310272987729799,895,1,0.0,0
0,1,0.21621621621621623,0,0.0,749,2,0.3333333333333333,0
0,1,0.8243243243243243,0,0.0,333,0,0.3333333333333333,0
0,1,0.25675675675675674,1,0.3177860381479987,866,1,0.0,0
0,0,0.13513513513513514,1,0.0,671,2,0.0,0
0,1,0.3108108108108108,1,0.0,670,2,0.3333333333333333,0
0,1,0.21621621621621623,1,0.0,768,0,0.3333333333333333,0
0,0,0.21621621621621623,0,0.1485330956485161,565,1,0.3333333333333333,0
0,1,0.16216216216216217,0,0.5101364063791798,483,0,0.0,0
0,1,0.27027027027027034,1,0.21881796708775267,926,1,0.0,0
0,1,0.3243243243243243,1,0.4334352644932451,932,1,0.3333333333333333,0
0,0,0.40540540540540543,0,0.39819430271469985,901,2,0.0,0
0,0,0.1891891891891892,0,0.7361012991370322,299,0,0.3333333333333333,0
0,1,0.10810810810810811,0,0.44103173523560907,899,0,0.0,0
0,1,0.1756756756756757,1,0.3149477941422352,467,2,0.0,0
0,0,0.24324324324324326,0,0.39554111392398406,717,2,0.0,0
0,1,0.21621621621621623,1,0.0,549,0,0.3333333333333333,0
0,0,0.24324324324324326,1,0.0,545,0,0.3333333333333333,0
1,0,0.2837837837837838,0,0.0,716,2,0.0,1
0,0,0.22972972972972977,0,0.20899401824860445,650,1,0.0,0
0,1,0.3108108108108108,1,0.0,693,2,0.3333333333333333,0
1,0,0.21621621621621623,1,0.39991520062986535,759,1,0.6666666666666667,1
0,1,0.21621621621621623,0,0.5950511221508303,946,1,0.3333333333333333,0
0,0,0.16216216216216217,1,0.0,402,0,0.3333333333333333,0
0,1,0.13513513513513514,1,0.580336980644213,465,1,0.0,0
0,1,0.25675675675675674,0,0.0,799,2,0.3333333333333333,0
1,1,0.5945945945945947,1,0.0,600,0,0.0,1
0,0,0.47297297297297297,0,0.0,306,0,0.3333333333333333,0
0,1,0.22972972972972977,1,0.3349043430342575,635,0,0.0,0
1,0,0.37837837837837845,1,0.0,747,0,0.0,1
0,1,0.2837837837837838,1,0.0,424,0,0.3333333333333333,0
0,1,0.14864864864864863,1,0.0,913,2,0.3333333333333333,0
1,1,0.22972972972972977,1,0.5528895018690657,751,1,0.0,1
0,1,0.3243243243243243,1,0.471405382161339,899,0,0.0,0
0,1,0.05405405405405406,0,0.6942499243417917,219,0,0.3333333333333333,0
0,0,0.2972972972972973,1,0.45121451502480553,587,0,0.3333333333333333,0
0,0,0.14864864864864863,1,0.4141413750897825,861,2,0.0,0
0,0,0.1891891891891892,0,0.47438894413265564,278,0,0.0,0
0,1,0.10810810810810811,0,0.6628105060504846,526,2,0.0,0
0,0,0.21621621621621623,1,0.0,632,2,0.3333333333333333,0
0,1,0.3243243243243243,1,0.25200271552485715,301,1,0.0,0
0,0,0.3108108108108108,0,0.37673132545568605,806,2,0.3333333333333333,0
0,0,0.12162162162162166,1,0.0,250,0,0.3333333333333333,0
1,0,0.21621621621621623,0,0.4496736503653735,563,2,0.0,1
0,1,0.27027027027027034,1,0.0,861,0,0.3333333333333333,0
0,0,0.09459459459459457,1,0.5416674554995616,790,0,0.0,0
0,1,0.1756756756756757,0,0.49888486596290954,669,0,0.0,0
1,0,0.35135135135135137,0,0.0,336,2,0.6666666666666667,1
0,1,0.5405405405405406,1,0.594334177673493,517,0,0.0,0
0,1,0.2027027027027027,1,0.0,499,0,0.3333333333333333,0
0,0,0.1756756756756757,0,0.0,673,0,0.3333333333333333,0
0,0,0.24324324324324326,0,0.5273524003311464,268,2,0.0,0
0,0,0.22972972972972977,1,0.0,809,0,0.3333333333333333,0
0,1,0.2027027027027027,0,0.0,460,0,0.3333333333333333,0
0,0,0.2027027027027027,1,0.47064084864097616,221,0,0.0,0
0,1,0.1756756756756757,1,0.47535909898716255,730,0,0.0,0
1,1,0.3378378378378379,1,0.0,777,0,0.0,1
0,0,0.22972972972972977,1,0.625143419784503,837,1,0.3333333333333333,0
1,0,0.4324324324324324,1,0.5464548175715488,958,0,0.0,1
0,0,0.1756756756756757,1,0.31247224719805566,809,1,0.0,0
0,1,0.8378378378378379,0,0.0,662,0,0.3333333333333333,0
0,0,0.16216216216216217,1,0.2537660609532739,484,1,0.0,0
0,0,0.27027027027027034,1,0.0,737,0,0.3333333333333333,0
0,0,0.5540540540540542,0,0.5392481465283375,486,1,0.0,0
0,1,0.24324324324324326,1,0.6130155873247183,252,2,0.0,0
0,0,0.25675675675675674,1,0.0,275,2,0.3333333333333333,0
1,0,0.4189189189189189,1,0.5861733742173965,245,0,0.0,1
0,1,0.3243243243243243,1,0.0,361,2,0.3333333333333333,0
0,0,0.05405405405405406,0,0.0,483,2,0.0,0
0,0,0.08108108108108109,1,0.38159616918566425,352,0,0.0,0
0,1,0.527027027027027,0,0.5817713877375471,337,2,0.0,0
0,1,0.16216216216216217,0,0.563741836376674,597,0,0.0,0
1,0,0.2972972972972973,1,0.5551672792726322,381,0,0.0,1
0,0,0.1756756756756757,0,0.0,668,0,0.3333333333333333,0
0,0,0.16216216216216217,1,0.0,245,0,0.3333333333333333,0
0,0,0.22972972972972977,1,0.5756475467788535,495,0,0.0,0
0,0,0.22972972972972977,1,0.0,378,0,0.3333333333333333,0
1,0,0.37837837837837845,0,0.3803985514596784,568,0,0.0,1
0,1,0.22972972972972977,1,0.5773210150782735,731,1,0.0,0
0,1,0.10810810810810811,1,0.46331217587188495,837,1,0.3333333333333333,0
0,1,0.4324324324324324,1,0.0,829,0,0.3333333333333333,0
0,0,0.2972972972972973,0,0.5839106626917727,230,2,0.0,0
0,1,0.35135135135135137,1,0.46643878397001753,919,1,0.3333333333333333,0
1,0,0.16216216216216217,0,0.4464514257561706,641,1,0.0,1
0,0,0.25675675675675674,0,0.4315272786652143,457,2,0.0,0
1,0,0.14864864864864863,1,0.7258875107419113,583,0,0.0,1
0,1,0.1891891891891892,0,0.6015340332004919,849,1,0.3333333333333333,0
0,0,0.2027027027027027,1,0.0,720,0,0.3333333333333333,0
1,0,0.2837837837837838,0,0.6587221528868554,317,2,0.0,1
1,0,0.2837837837837838,0,0.4595543553161366,465,1,0.0,1
1,1,0.2972972972972973,0,0.5161557427559533,269,1,0.3333333333333333,1
0,0,0.1756756756756757,1,0.47167461498013,391,0,0.0,0
0,1,0.39189189189189194,0,0.0,373,2,0.3333333333333333,0
0,0,0.05405405405405406,1,0.0,251,0,0.3333333333333333,0
0,0,0.09459459459459457,0,0.0,237,0,0.3333333333333333,0
0,0,0.3378378378378379,0,0.0,645,0,0.3333333333333333,0
0,0,0.21621621621621623,0,0.4262170748290671,624,1,0.3333333333333333,0
0,1,0.5540540540540542,1,0.6788866746653991,838,1,0.0,0
0,1,0.1891891891891892,0,0.45640383312603144,224,1,0.0,0
0,1,0.2837837837837838,1,0.0,343,0,0.3333333333333333,0
0,1,0.1891891891891892,1,0.4288359070409823,683,2,0.3333333333333333,0
0,1,0.2837837837837838,1,0.32392885095299057,929,2,0.0,0
0,0,0.1891891891891892,0,0.6751729357525201,234,2,0.0,0
0,1,0.09459459459459457,1,0.0,723,2,0.3333333333333333,0
0,1,0.36486486486486486,0,0.7486784375281614,482,0,0.3333333333333333,0
0,0,0.16216216216216217,1,0.0,231,0,0.3333333333333333,0
0,1,0.527027027027027,0,0.5052900163568405,244,2,0.3333333333333333,0
1,0,0.21621621621621623,1,0.5039348446215752,973,2,0.0,1
0,1,0.3108108108108108,1,0.40638308565840425,463,0,0.0,0
0,1,0.5405405405405406,1,0.0,253,0,0.3333333333333333,0
0,1,0.13513513513513514,1,0.0,241,2,0.3333333333333333,0
1,1,0.36486486486486486,0,0.6012119502384414,537,1,0.0,1
0,1,0.4324324324324324,0,0.4086741752398355,332,0,0.0,0
0,0,0.14864864864864863,0,0.3946925622271577,390,1,0.3333333333333333,0
0,1,0.6756756756756757,1,0.0,763,0,0.3333333333333333,0
0,1,0.2027027027027027,0,0.0,240,2,0.0,0
0,0,0.3243243243243243,0,0.3478360875525199,978,1,0.3333333333333333,0
0,1,0.22972972972972977,0,0.4095005665447673,366,1,0.3333333333333333,0
0,1,0.21621621621621623,1,0.15984780912441385,356,1,0.3333333333333333,0
0,0,0.14864864864864863,0,0.6068815828769363,907,0,0.0,0
0,1,0.3243243243243243,1,0.5657582726118003,687,2,0.0,0
0,1,0.7702702702702704,0,0.42370952285846425,703,1,0.3333333333333333,0
0,1,0.1756756756756757,1,0.4299945447970529,388,1,0.3333333333333333,0
0,1,0.1756756756756757,1,0.49826493298534086,579,1,0.0,0
0,1,0.22972972972972977,1,0.23304031529295424,793,1,0.3333333333333333,0
0,1,0.2837837837837838,0,0.0,828,0,0.0,0
1,1,0.36486486486486486,1,0.4672479969855491,291,1,0.6666666666666667,1
0,0,0.22972972972972977,1,0.6073791155604255,951,2,0.0,0
0,0,0.16216216216216217,0,0.13556751269011255,952,2,0.0,0
1,0,0.2837837837837838,0,0.0,616,2,0.6666666666666667,1
0,1,0.4324324324324324,0,0.0,706,0,0.3333333333333333,0
0,0,0.24324324324324326,1,0.4048779725664712,423,0,0.3333333333333333,0
0,1,0.16216216216216217,0,0.3075705757664397,552,1,0.3333333333333333,0
0,0,0.13513513513513514,1,0.4969974861107951,665,1,0.3333333333333333,0
0,0,0.35135135135135137,1,0.42222306275826976,351,1,0.0,0
0,1,0.6486486486486487,0,0.0,906,0,0.0,0
0,0,0.37837837837837845,1,0.0,406,2,0.3333333333333333,0
0,1,0.5945945945945947,1,0.0,594,2,0.3333333333333333,0
0,1,0.36486486486486486,0,0.0,815,2,0.3333333333333333,0
0,0,0.040540540540540515,0,0.643791110566047,458,0,0.3333333333333333,0
0,1,0.14864864864864863,0,0.5866886830425853,886,1,0.0,0
0,1,0.27027027027027034,1,0.7297875005744365,833,1,0.0,0
1,0,0.37837837837837845,1,0.5070146209562616,932,2,0.3333333333333333,1
1,0,0.27027027027027034,1,0.0,632,2,0.3333333333333333,1
0,1,0.08108108108108109,0,0.388119893618959,431,2,0.0,0
0,1,0.25675675675675674,0,0.5457398659352091,739,1,0.3333333333333333,0
0,1,0.2027027027027027,1,0.2172338179218503,362,0,0.0,0
0,0,0.1891891891891892,1,0.6206777022495469,309,1,0.0,0
0,1,0.2837837837837838,0,0.0,513,0,0.3333333333333333,0
1,0,0.6486486486486487,0,0.5414246477524003,302,0,0.0,1
0,0,0.4594594594594595,1,0.2524919579897958,437,0,0.0,0
0,1,0.27027027027027034,0,0.5161435067122273,337,1,0.0,0
